Label ratio,epoch,Loss,Acc,Precision,Recall,F1,AUC,PRC
0.1,0.0,1.71445945294007,0.305366847826087,0.11813136926476325,0.31594937044105853,0.1632496679658832,0.6796772213275188,0.39581403368127765
0.1,10.0,0.5400483005720637,0.8128396739130435,0.8198482693261712,0.8084951688692099,0.7912740524971894,0.962909704152646,0.8719071808106079
0.1,20.0,0.3748723974694376,0.8688858695652174,0.8722907555432997,0.8702791926593917,0.8631471726249546,0.9785963673279641,0.9349379704016157
0.1,30.0,0.37152102233275125,0.8699048913043478,0.8763870303112632,0.8731511958948357,0.8630440639953076,0.9814837702202929,0.9447867050761495
