Label ratio,epoch,Loss,Acc,Precision,Recall,F1,AUC,PRC
0.1,0.0,1.663346326869467,0.3179347826086957,0.19143159301843973,0.3149171897653356,0.22027027279929906,0.6528955064038048,0.3963620794825322
0.1,10.0,0.6041214006102603,0.796875,0.8065003660713886,0.7903607519576191,0.7854378055897253,0.9495592426578581,0.8412739167031233
0.1,20.0,0.5253651608591494,0.8355978260869565,0.8399719793029539,0.833541537612913,0.8284547611036492,0.9644839271583767,0.8843106590430682
0.1,30.0,0.4266590246039888,0.8699048913043478,0.8725769047779915,0.8752139790856307,0.8660239565259175,0.9754810898725406,0.9165152797037422
