Label ratio,epoch,Loss,Acc,Precision,Recall,F1,AUC,PRC
0.1,0.0,0.9656983341859735,0.6528532608695652,0.6723088383393767,0.6440951270714699,0.6151758539497666,0.9167290626443413,0.7584518636038007
0.1,10.0,0.4275162352815918,0.8498641304347826,0.8483990187543612,0.8451197475393194,0.8382637452486766,0.9716617433451241,0.9034294705410462
0.1,20.0,0.4269945093471071,0.850203804347826,0.8515960768472041,0.8493237566047668,0.8421895155596464,0.9735298273874113,0.9107706809672205
0.1,30.0,0.4273290067263272,0.8498641304347826,0.848967286147593,0.8455628289122868,0.8398348368541306,0.9719637838299188,0.9059955086346158
